Area_Name,Year,Group_Name,Victim_Age_Group,freq
Daman & Diu,2007,Murder - Female Victims,Victims_Upto_10_Yrs,0.0
Daman & Diu,2002,Murder - Female Victims,Victims_Upto_15_18_Yrs,0.0
Daman & Diu,2007,Murder - Female Victims,Victims_Upto_30_50_Yrs,0.0
Delhi,2008,Murder - Male Victims,Victims_Upto_18_30_Yrs,139.0
Delhi,2002,Murder - Male Victims,Victims_Upto_10_Yrs,8.0
Delhi,2007,Murder - Female Victims,Victims_Upto_10_Yrs,10.0
Delhi,2009,Murder - Male Victims,Victims_Upto_18_30_Yrs,243.0
Delhi,2007,Murder - Male Victims,Victims_Upto_10_15_Yrs,5.0
Delhi,2008,Murder - Female Victims,Victims_Upto_10_Yrs,4.0
Delhi,2008,Murder - Female Victims,Victims_Upto_18_30_Yrs,63.0
Delhi,2005,Murder - Male Victims,Victims_Upto_30_50_Yrs,130.0
Delhi,2002,Murder - Male Victims,Victims_Upto_30_50_Yrs,118.0
Delhi,2006,Murder - Female Victims,Victims_Upto_18_30_Yrs,75.0
Delhi,2003,Murder - Male Victims,Victims_Upto_10_Yrs,11.0
Delhi,2005,Murder - Female Victims,Victims_Upto_18_30_Yrs,87.0
Delhi,2010,Murder - Female Victims,Victims_Upto_30_50_Yrs,39.0
Delhi,2007,Murder - Female Victims,Victims_Upto_18_30_Yrs,71.0
Delhi,2001,Murder - Male Victims,Victims_Upto_10_Yrs,13.0
Delhi,2010,Murder - Female Victims,Victims_Upto_18_30_Yrs,55.0
Delhi,2010,Murder - Female Victims,Victims_Upto_10_Yrs,4.0
Delhi,2004,Murder - Male Victims,Victims_Upto_18_30_Yrs,170.0
Delhi,2001,Murder - Female Victims,Victims_Upto_30_50_Yrs,41.0
Delhi,2005,Murder - Male Victims,Victims_Upto_10_15_Yrs,9.0
Delhi,2009,Murder - Female Victims,Victims_Upto_30_50_Yrs,41.0
Delhi,2006,Murder - Male Victims,Victims_Upto_30_50_Yrs,88.0
Delhi,2001,Murder - Male Victims,Victims_Upto_30_50_Yrs,128.0
Delhi,2005,Murder - Female Victims,Victims_Upto_10_Yrs,7.0
Delhi,2006,Murder - Male Victims,Victims_Upto_18_30_Yrs,208.0
Delhi,2003,Murder - Male Victims,Victims_Upto_18_30_Yrs,210.0
Delhi,2004,Murder - Female Victims,Victims_Upto_18_30_Yrs,51.0
Delhi,2008,Murder - Male Victims,Victims_Upto_30_50_Yrs,254.0
Delhi,2002,Murder - Male Victims,Victims_Upto_18_30_Yrs,243.0
Delhi,2007,Murder - Female Victims,Victims_Upto_30_50_Yrs,25.0
Delhi,2006,Murder - Male Victims,Victims_Upto_10_15_Yrs,10.0
Delhi,2001,Murder - Male Victims,Victims_Upto_18_30_Yrs,231.0
Delhi,2007,Murder - Male Victims,Victims_Upto_18_30_Yrs,205.0
Delhi,2005,Murder - Male Victims,Victims_Upto_18_30_Yrs,197.0
Delhi,2009,Murder - Female Victims,Victims_Upto_18_30_Yrs,48.0
Delhi,2009,Murder - Female Victims,Victims_Upto_10_Yrs,13.0
Delhi,2005,Murder - Female Victims,Victims_Upto_30_50_Yrs,43.0
Delhi,2003,Murder - Female Victims,Victims_Upto_18_30_Yrs,44.0
Delhi,2003,Murder - Male Victims,Victims_Upto_30_50_Yrs,103.0
Delhi,2002,Murder - Male Victims,Victims_Upto_15_18_Yrs,8.0
Delhi,2004,Murder - Female Victims,Victims_Upto_30_50_Yrs,30.0
Delhi,2010,Murder - Male Victims,Victims_Upto_10_15_Yrs,8.0
Delhi,2001,Murder - Male Victims,Victims_Upto_15_18_Yrs,12.0
Delhi,2010,Murder - Female Victims,Victims_Upto_15_18_Yrs,4.0
Delhi,2009,Murder - Female Victims,Victims_Upto_15_18_Yrs,2.0
Delhi,2010,Murder - Male Victims,Victims_Upto_10_Yrs,6.0
Delhi,2001,Murder - Female Victims,Victims_Upto_15_18_Yrs,9.0
Delhi,2006,Murder - Female Victims,Victims_Upto_10_Yrs,12.0
Delhi,2008,Murder - Female Victims,Victims_Upto_15_18_Yrs,2.0
Delhi,2008,Murder - Female Victims,Victims_Upto_30_50_Yrs,39.0
Delhi,2007,Murder - Female Victims,Victims_Upto_15_18_Yrs,5.0
Delhi,2010,Murder - Male Victims,Victims_Upto_18_30_Yrs,238.0
Delhi,2004,Murder - Male Victims,Victims_Upto_30_50_Yrs,134.0
Delhi,2006,Murder - Female Victims,Victims_Upto_15_18_Yrs,8.0
Delhi,2002,Murder - Female Victims,Victims_Upto_15_18_Yrs,2.0
Delhi,2005,Murder - Female Victims,Victims_Upto_15_18_Yrs,3.0
Delhi,2002,Murder - Female Victims,Victims_Upto_10_Yrs,6.0
Delhi,2004,Murder - Female Victims,Victims_Upto_15_18_Yrs,7.0
Delhi,2001,Murder - Female Victims,Victims_Upto_10_Yrs,12.0
Delhi,2004,Murder - Male Victims,Victims_Upto_10_Yrs,20.0
Delhi,2003,Murder - Male Victims,Victims_Upto_15_18_Yrs,12.0
Delhi,2004,Murder - Male Victims,Victims_Upto_15_18_Yrs,15.0
Delhi,2002,Murder - Female Victims,Victims_Upto_30_50_Yrs,36.0
Delhi,2002,Murder - Female Victims,Victims_Upto_18_30_Yrs,69.0
Delhi,2003,Murder - Female Victims,Victims_Upto_15_18_Yrs,7.0
Delhi,2001,Murder - Female Victims,Victims_Upto_18_30_Yrs,74.0
Delhi,2010,Murder - Male Victims,Victims_Upto_15_18_Yrs,14.0
Delhi,2008,Murder - Male Victims,Victims_Upto_10_15_Yrs,8.0
Delhi,2007,Murder - Male Victims,Victims_Upto_30_50_Yrs,112.0
Delhi,2005,Murder - Male Victims,Victims_Upto_10_Yrs,10.0
Delhi,2009,Murder - Male Victims,Victims_Upto_15_18_Yrs,28.0
Delhi,2008,Murder - Male Victims,Victims_Upto_10_Yrs,21.0
Delhi,2006,Murder - Male Victims,Victims_Upto_10_Yrs,18.0
Delhi,2008,Murder - Male Victims,Victims_Upto_15_18_Yrs,15.0
Delhi,2007,Murder - Male Victims,Victims_Upto_10_Yrs,14.0
Delhi,2009,Murder - Male Victims,Victims_Upto_10_15_Yrs,17.0
Delhi,2007,Murder - Male Victims,Victims_Upto_15_18_Yrs,20.0
Delhi,2006,Murder - Female Victims,Victims_Upto_30_50_Yrs,23.0
Delhi,2006,Murder - Male Victims,Victims_Upto_15_18_Yrs,16.0
Delhi,2009,Murder - Male Victims,Victims_Upto_30_50_Yrs,117.0
Delhi,2005,Murder - Male Victims,Victims_Upto_15_18_Yrs,4.0
Delhi,2003,Murder - Female Victims,Victims_Upto_10_Yrs,8.0
Delhi,2003,Murder - Female Victims,Victims_Upto_30_50_Yrs,43.0
Delhi,2004,Murder - Female Victims,Victims_Upto_10_Yrs,14.0
Delhi,2009,Murder - Male Victims,Victims_Upto_10_Yrs,17.0
Delhi,2009,Murder - Female Victims,Victims_Above_50_Yrs,18.0
Delhi,2001,Murder - Female Victims,Victims_Upto_10_15_Yrs,2.0
Delhi,2008,Murder - Male Victims,Victims_Above_50_Yrs,36.0
Delhi,2006,Murder - Male Victims,Victims_Above_50_Yrs,20.0
Delhi,2004,Murder - Female Victims,Victims_Above_50_Yrs,16.0
Delhi,2004,Murder - Male Victims,Victims_Above_50_Yrs,32.0
Delhi,2002,Murder - Female Victims,Victims_Above_50_Yrs,14.0
Delhi,2004,Murder - Female Victims,Victims_Upto_10_15_Yrs,7.0
Delhi,2009,Murder - Female Victims,Victims_Upto_10_15_Yrs,4.0
Delhi,2002,Murder - Female Victims,Victims_Upto_10_15_Yrs,3.0
Delhi,2006,Murder - Female Victims,Victims_Upto_10_15_Yrs,2.0
Delhi,2006,Murder - Female Victims,Victims_Above_50_Yrs,8.0
Delhi,2003,Murder - Female Victims,Victims_Upto_10_15_Yrs,6.0
Delhi,2003,Murder - Female Victims,Victims_Above_50_Yrs,23.0
Delhi,2010,Murder - Male Victims,Victims_Upto_30_50_Yrs,167.0
Delhi,2005,Murder - Female Victims,Victims_Upto_10_15_Yrs,3.0
Delhi,2002,Murder - Male Victims,Victims_Above_50_Yrs,26.0
Delhi,2001,Murder - Male Victims,Victims_Upto_10_15_Yrs,10.0
Delhi,2010,Murder - Female Victims,Victims_Above_50_Yrs,14.0
Delhi,2010,Murder - Male Victims,Victims_Above_50_Yrs,25.0
Delhi,2010,Murder - Female Victims,Victims_Upto_10_15_Yrs,3.0
Delhi,2003,Murder - Male Victims,Victims_Upto_10_15_Yrs,10.0
Delhi,2008,Murder - Female Victims,Victims_Upto_10_15_Yrs,1.0
Delhi,2005,Murder - Male Victims,Victims_Above_50_Yrs,25.0
Delhi,2008,Murder - Female Victims,Victims_Above_50_Yrs,7.0
Delhi,2005,Murder - Female Victims,Victims_Above_50_Yrs,15.0
Delhi,2001,Murder - Male Victims,Victims_Above_50_Yrs,28.0
Delhi,2002,Murder - Male Victims,Victims_Upto_10_15_Yrs,8.0
Delhi,2001,Murder - Female Victims,Victims_Above_50_Yrs,14.0
Delhi,2007,Murder - Female Victims,Victims_Above_50_Yrs,13.0
Delhi,2007,Murder - Female Victims,Victims_Upto_10_15_Yrs,3.0
Delhi,2007,Murder - Male Victims,Victims_Above_50_Yrs,28.0
Delhi,2009,Murder - Male Victims,Victims_Above_50_Yrs,23.0
Delhi,2003,Murder - Male Victims,Victims_Above_50_Yrs,25.0
Delhi,2004,Murder - Male Victims,Victims_Upto_10_15_Yrs,14.0
Goa,2010,Murder - Male Victims,Victims_Upto_30_50_Yrs,17.0
Goa,2008,Murder - Male Victims,Victims_Upto_18_30_Yrs,10.0
Goa,2003,Murder - Female Victims,Victims_Above_50_Yrs,4.0
Goa,2004,Murder - Female Victims,Victims_Upto_15_18_Yrs,0.0
Goa,2006,Murder - Female Victims,Victims_Upto_10_15_Yrs,0.0
Goa,2002,Murder - Male Victims,Victims_Upto_15_18_Yrs,1.0
Goa,2002,Murder - Male Victims,Victims_Above_50_Yrs,6.0
Goa,2004,Murder - Female Victims,Victims_Upto_18_30_Yrs,7.0
Goa,2005,Murder - Female Victims,Victims_Upto_10_Yrs,3.0
Goa,2002,Murder - Female Victims,Victims_Upto_15_18_Yrs,0.0
Goa,2005,Murder - Female Victims,Victims_Above_50_Yrs,1.0
Goa,2002,Murder - Male Victims,Victims_Upto_10_15_Yrs,0.0
Goa,2009,Murder - Male Victims,Victims_Above_50_Yrs,3.0
Goa,2010,Murder - Female Victims,Victims_Upto_18_30_Yrs,5.0
Goa,2005,Murder - Female Victims,Victims_Upto_30_50_Yrs,3.0
Goa,2003,Murder - Female Victims,Victims_Upto_10_15_Yrs,0.0
Goa,2006,Murder - Male Victims,Victims_Upto_18_30_Yrs,8.0
Goa,2009,Murder - Female Victims,Victims_Upto_15_18_Yrs,1.0
Goa,2007,Murder - Male Victims,Victims_Above_50_Yrs,4.0
Goa,2008,Murder - Female Victims,Victims_Upto_30_50_Yrs,4.0
Goa,2010,Murder - Female Victims,Victims_Upto_10_15_Yrs,0.0
Goa,2005,Murder - Female Victims,Victims_Upto_10_15_Yrs,0.0
Goa,2007,Murder - Male Victims,Victims_Upto_10_15_Yrs,0.0
Goa,2007,Murder - Male Victims,Victims_Upto_15_18_Yrs,0.0
Goa,2002,Murder - Male Victims,Victims_Upto_30_50_Yrs,7.0
Goa,2008,Murder - Female Victims,Victims_Upto_18_30_Yrs,8.0
Goa,2008,Murder - Male Victims,Victims_Upto_10_15_Yrs,0.0
Goa,2007,Murder - Female Victims,Victims_Upto_18_30_Yrs,6.0
Goa,2009,Murder - Female Victims,Victims_Upto_30_50_Yrs,12.0
Goa,2002,Murder - Male Victims,Victims_Upto_18_30_Yrs,9.0
Goa,2008,Murder - Female Victims,Victims_Above_50_Yrs,5.0
Goa,2009,Murder - Male Victims,Victims_Upto_10_15_Yrs,0.0
Goa,2003,Murder - Male Victims,Victims_Upto_10_Yrs,0.0
Goa,2001,Murder - Male Victims,Victims_Upto_15_18_Yrs,0.0
Goa,2009,Murder - Male Victims,Victims_Upto_18_30_Yrs,8.0
Goa,2007,Murder - Male Victims,Victims_Upto_18_30_Yrs,3.0
Goa,2009,Murder - Female Victims,Victims_Above_50_Yrs,3.0
Goa,2003,Murder - Male Victims,Victims_Upto_15_18_Yrs,0.0
Goa,2006,Murder - Male Victims,Victims_Upto_10_Yrs,0.0
Goa,2009,Murder - Male Victims,Victims_Upto_10_Yrs,2.0
Goa,2006,Murder - Female Victims,Victims_Upto_30_50_Yrs,2.0
Goa,2004,Murder - Female Victims,Victims_Above_50_Yrs,5.0
Goa,2007,Murder - Female Victims,Victims_Upto_30_50_Yrs,4.0
Goa,2003,Murder - Male Victims,Victims_Above_50_Yrs,2.0
Goa,2010,Murder - Female Victims,Victims_Upto_30_50_Yrs,1.0
Goa,2001,Murder - Female Victims,Victims_Upto_10_Yrs,0.0
Goa,2003,Murder - Male Victims,Victims_Upto_10_15_Yrs,0.0
Goa,2006,Murder - Female Victims,Victims_Upto_10_Yrs,0.0
Goa,2010,Murder - Female Victims,Victims_Upto_15_18_Yrs,1.0
Goa,2001,Murder - Male Victims,Victims_Upto_10_Yrs,1.0
Goa,2008,Murder - Male Victims,Victims_Upto_15_18_Yrs,0.0
Goa,2001,Murder - Male Victims,Victims_Upto_30_50_Yrs,10.0
Goa,2003,Murder - Female Victims,Victims_Upto_15_18_Yrs,0.0
Goa,2008,Murder - Female Victims,Victims_Upto_10_15_Yrs,1.0
Goa,2004,Murder - Female Victims,Victims_Upto_10_15_Yrs,1.0
Goa,2002,Murder - Female Victims,Victims_Upto_10_15_Yrs,0.0
Goa,2009,Murder - Female Victims,Victims_Upto_10_15_Yrs,0.0
Goa,2007,Murder - Female Victims,Victims_Upto_10_Yrs,2.0
Goa,2005,Murder - Male Victims,Victims_Upto_10_Yrs,0.0
Goa,2010,Murder - Male Victims,Victims_Upto_10_15_Yrs,0.0
Goa,2010,Murder - Male Victims,Victims_Upto_18_30_Yrs,9.0
Goa,2009,Murder - Male Victims,Victims_Upto_15_18_Yrs,0.0
Goa,2004,Murder - Female Victims,Victims_Upto_10_Yrs,0.0
Goa,2004,Murder - Male Victims,Victims_Above_50_Yrs,3.0
Goa,2001,Murder - Female Victims,Victims_Upto_30_50_Yrs,8.0
Goa,2006,Murder - Female Victims,Victims_Upto_15_18_Yrs,1.0
Goa,2008,Murder - Male Victims,Victims_Above_50_Yrs,6.0
Goa,2004,Murder - Male Victims,Victims_Upto_15_18_Yrs,0.0
Goa,2002,Murder - Female Victims,Victims_Above_50_Yrs,4.0
Goa,2004,Murder - Male Victims,Victims_Upto_10_Yrs,1.0
Goa,2005,Murder - Male Victims,Victims_Upto_30_50_Yrs,23.0
Goa,2001,Murder - Male Victims,Victims_Upto_18_30_Yrs,11.0
Goa,2004,Murder - Male Victims,Victims_Upto_18_30_Yrs,8.0
Goa,2008,Murder - Female Victims,Victims_Upto_15_18_Yrs,0.0
Goa,2005,Murder - Male Victims,Victims_Above_50_Yrs,4.0
Goa,2005,Murder - Female Victims,Victims_Upto_18_30_Yrs,7.0
Goa,2001,Murder - Female Victims,Victims_Upto_15_18_Yrs,0.0
Goa,2002,Murder - Male Victims,Victims_Upto_10_Yrs,1.0
Goa,2006,Murder - Male Victims,Victims_Upto_15_18_Yrs,1.0
Goa,2006,Murder - Male Victims,Victims_Upto_30_50_Yrs,13.0
Goa,2007,Murder - Female Victims,Victims_Upto_10_15_Yrs,0.0
Goa,2004,Murder - Male Victims,Victims_Upto_10_15_Yrs,0.0
Goa,2010,Murder - Male Victims,Victims_Upto_15_18_Yrs,0.0
Goa,2003,Murder - Male Victims,Victims_Upto_18_30_Yrs,6.0
Goa,2003,Murder - Female Victims,Victims_Upto_30_50_Yrs,5.0
Goa,2007,Murder - Female Victims,Victims_Upto_15_18_Yrs,0.0
Goa,2003,Murder - Female Victims,Victims_Upto_10_Yrs,0.0
Goa,2001,Murder - Female Victims,Victims_Upto_10_15_Yrs,0.0
Goa,2006,Murder - Male Victims,Victims_Upto_10_15_Yrs,0.0
Goa,2006,Murder - Female Victims,Victims_Above_50_Yrs,3.0
Goa,2002,Murder - Female Victims,Victims_Upto_18_30_Yrs,1.0
Goa,2001,Murder - Female Victims,Victims_Upto_18_30_Yrs,4.0
Goa,2009,Murder - Female Victims,Victims_Upto_18_30_Yrs,14.0
Goa,2009,Murder - Male Victims,Victims_Upto_30_50_Yrs,13.0
Goa,2002,Murder - Female Victims,Victims_Upto_30_50_Yrs,2.0
Goa,2002,Murder - Female Victims,Victims_Upto_10_Yrs,0.0
Goa,2008,Murder - Male Victims,Victims_Upto_30_50_Yrs,17.0
Goa,2009,Murder - Female Victims,Victims_Upto_10_Yrs,1.0
Goa,2005,Murder - Female Victims,Victims_Upto_15_18_Yrs,0.0
Goa,2010,Murder - Female Victims,Victims_Above_50_Yrs,0.0
Goa,2001,Murder - Male Victims,Victims_Upto_10_15_Yrs,0.0
Goa,2003,Murder - Male Victims,Victims_Upto_30_50_Yrs,12.0
Goa,2005,Murder - Male Victims,Victims_Upto_18_30_Yrs,7.0
Goa,2007,Murder - Male Victims,Victims_Upto_10_Yrs,0.0
Goa,2010,Murder - Male Victims,Victims_Above_50_Yrs,2.0
Goa,2001,Murder - Male Victims,Victims_Above_50_Yrs,2.0
Goa,2007,Murder - Female Victims,Victims_Above_50_Yrs,4.0
Goa,2007,Murder - Male Victims,Victims_Upto_30_50_Yrs,11.0
Goa,2005,Murder - Male Victims,Victims_Upto_10_15_Yrs,1.0
Goa,2008,Murder - Male Victims,Victims_Upto_10_Yrs,0.0
Goa,2008,Murder - Female Victims,Victims_Upto_10_Yrs,2.0
Goa,2010,Murder - Male Victims,Victims_Upto_10_Yrs,0.0
Goa,2001,Murder - Female Victims,Victims_Above_50_Yrs,1.0
Goa,2004,Murder - Male Victims,Victims_Upto_30_50_Yrs,13.0
Goa,2003,Murder - Female Victims,Victims_Upto_18_30_Yrs,5.0
Goa,2006,Murder - Female Victims,Victims_Upto_18_30_Yrs,4.0
Goa,2004,Murder - Female Victims,Victims_Upto_30_50_Yrs,4.0
Goa,2010,Murder - Female Victims,Victims_Upto_10_Yrs,0.0
Goa,2006,Murder - Male Victims,Victims_Above_50_Yrs,8.0
Goa,2005,Murder - Male Victims,Victims_Upto_15_18_Yrs,0.0
Gujarat,2008,Murder - Female Victims,Victims_Above_50_Yrs,29.0
Gujarat,2002,Murder - Male Victims,Victims_Upto_15_18_Yrs,31.0
Gujarat,2006,Murder - Male Victims,Victims_Upto_10_Yrs,46.0
Gujarat,2005,Murder - Male Victims,Victims_Upto_15_18_Yrs,10.0
Gujarat,2007,Murder - Female Victims,Victims_Upto_30_50_Yrs,126.0
Gujarat,2005,Murder - Female Victims,Victims_Above_50_Yrs,31.0
Gujarat,2007,Murder - Female Victims,Victims_Upto_10_15_Yrs,5.0
Gujarat,2009,Murder - Male Victims,Victims_Upto_30_50_Yrs,375.0
Gujarat,2005,Murder - Female Victims,Victims_Upto_10_15_Yrs,8.0
Gujarat,2007,Murder - Male Victims,Victims_Above_50_Yrs,99.0
Gujarat,2007,Murder - Female Victims,Victims_Above_50_Yrs,28.0
Gujarat,2002,Murder - Female Victims,Victims_Upto_30_50_Yrs,182.0
Gujarat,2001,Murder - Female Victims,Victims_Upto_10_Yrs,57.0
Gujarat,2004,Murder - Female Victims,Victims_Upto_10_Yrs,53.0
Gujarat,2010,Murder - Male Victims,Victims_Upto_18_30_Yrs,312.0
Gujarat,2001,Murder - Male Victims,Victims_Upto_10_15_Yrs,11.0
Gujarat,2010,Murder - Male Victims,Victims_Upto_10_15_Yrs,14.0
Gujarat,2009,Murder - Female Victims,Victims_Upto_18_30_Yrs,120.0
Gujarat,2003,Murder - Female Victims,Victims_Upto_10_15_Yrs,1.0
Gujarat,2002,Murder - Female Victims,Victims_Upto_10_Yrs,57.0
Gujarat,2005,Murder - Female Victims,Victims_Upto_30_50_Yrs,151.0
Gujarat,2006,Murder - Male Victims,Victims_Upto_15_18_Yrs,10.0
Gujarat,2010,Murder - Male Victims,Victims_Upto_10_Yrs,27.0
Gujarat,2004,Murder - Female Victims,Victims_Upto_30_50_Yrs,97.0
Gujarat,2008,Murder - Female Victims,Victims_Upto_18_30_Yrs,137.0
Gujarat,2002,Murder - Female Victims,Victims_Upto_15_18_Yrs,11.0
Gujarat,2005,Murder - Female Victims,Victims_Upto_10_Yrs,29.0
Gujarat,2005,Murder - Male Victims,Victims_Upto_10_Yrs,41.0
Gujarat,2006,Murder - Female Victims,Victims_Above_50_Yrs,29.0
Gujarat,2001,Murder - Female Victims,Victims_Upto_30_50_Yrs,131.0
Gujarat,2008,Murder - Male Victims,Victims_Above_50_Yrs,78.0
Gujarat,2004,Murder - Female Victims,Victims_Upto_10_15_Yrs,2.0
Gujarat,2001,Murder - Male Victims,Victims_Above_50_Yrs,87.0
Gujarat,2004,Murder - Male Victims,Victims_Upto_15_18_Yrs,6.0
Gujarat,2002,Murder - Male Victims,Victims_Upto_10_Yrs,72.0
Gujarat,2003,Murder - Male Victims,Victims_Upto_15_18_Yrs,13.0
Gujarat,2006,Murder - Female Victims,Victims_Upto_30_50_Yrs,146.0
Gujarat,2002,Murder - Female Victims,Victims_Upto_18_30_Yrs,252.0
Gujarat,2009,Murder - Male Victims,Victims_Upto_18_30_Yrs,266.0
Gujarat,2003,Murder - Female Victims,Victims_Upto_30_50_Yrs,130.0
Gujarat,2001,Murder - Female Victims,Victims_Upto_15_18_Yrs,8.0
Gujarat,2003,Murder - Female Victims,Victims_Upto_10_Yrs,29.0
Gujarat,2008,Murder - Female Victims,Victims_Upto_10_15_Yrs,3.0
Gujarat,2010,Murder - Female Victims,Victims_Upto_10_15_Yrs,4.0
Gujarat,2007,Murder - Male Victims,Victims_Upto_10_Yrs,38.0
Gujarat,2007,Murder - Male Victims,Victims_Upto_15_18_Yrs,13.0
Gujarat,2006,Murder - Male Victims,Victims_Upto_10_15_Yrs,13.0
Gujarat,2004,Murder - Male Victims,Victims_Upto_30_50_Yrs,393.0
Gujarat,2008,Murder - Female Victims,Victims_Upto_10_Yrs,24.0
Gujarat,2006,Murder - Female Victims,Victims_Upto_18_30_Yrs,150.0
Gujarat,2008,Murder - Male Victims,Victims_Upto_10_Yrs,23.0
Gujarat,2005,Murder - Female Victims,Victims_Upto_15_18_Yrs,2.0
Gujarat,2010,Murder - Male Victims,Victims_Upto_30_50_Yrs,365.0
Gujarat,2010,Murder - Female Victims,Victims_Above_50_Yrs,21.0
Gujarat,2003,Murder - Male Victims,Victims_Upto_30_50_Yrs,379.0
Gujarat,2010,Murder - Male Victims,Victims_Above_50_Yrs,89.0
Gujarat,2005,Murder - Male Victims,Victims_Upto_18_30_Yrs,293.0
Gujarat,2003,Murder - Male Victims,Victims_Upto_10_15_Yrs,5.0
Gujarat,2009,Murder - Male Victims,Victims_Above_50_Yrs,56.0
Gujarat,2006,Murder - Male Victims,Victims_Above_50_Yrs,67.0
Gujarat,2010,Murder - Female Victims,Victims_Upto_18_30_Yrs,131.0
Gujarat,2009,Murder - Female Victims,Victims_Upto_15_18_Yrs,2.0
Gujarat,2006,Murder - Male Victims,Victims_Upto_18_30_Yrs,347.0
Gujarat,2006,Murder - Female Victims,Victims_Upto_10_15_Yrs,4.0
Gujarat,2002,Murder - Male Victims,Victims_Upto_30_50_Yrs,702.0
Gujarat,2009,Murder - Male Victims,Victims_Upto_15_18_Yrs,4.0
Gujarat,2004,Murder - Male Victims,Victims_Above_50_Yrs,79.0
Gujarat,2005,Murder - Male Victims,Victims_Above_50_Yrs,84.0
Gujarat,2008,Murder - Female Victims,Victims_Upto_15_18_Yrs,2.0
Gujarat,2009,Murder - Female Victims,Victims_Upto_10_Yrs,34.0
Gujarat,2007,Murder - Male Victims,Victims_Upto_30_50_Yrs,451.0
Gujarat,2001,Murder - Female Victims,Victims_Above_50_Yrs,26.0
Gujarat,2001,Murder - Female Victims,Victims_Upto_18_30_Yrs,132.0
Gujarat,2004,Murder - Male Victims,Victims_Upto_10_Yrs,31.0
Gujarat,2006,Murder - Female Victims,Victims_Upto_15_18_Yrs,3.0
Gujarat,2001,Murder - Male Victims,Victims_Upto_18_30_Yrs,335.0
Gujarat,2004,Murder - Male Victims,Victims_Upto_10_15_Yrs,5.0
Gujarat,2001,Murder - Female Victims,Victims_Upto_10_15_Yrs,9.0
Gujarat,2003,Murder - Female Victims,Victims_Above_50_Yrs,33.0
Gujarat,2005,Murder - Male Victims,Victims_Upto_10_15_Yrs,9.0
Gujarat,2010,Murder - Female Victims,Victims_Upto_10_Yrs,19.0
Gujarat,2008,Murder - Male Victims,Victims_Upto_30_50_Yrs,378.0
Gujarat,2007,Murder - Female Victims,Victims_Upto_15_18_Yrs,5.0
Gujarat,2010,Murder - Male Victims,Victims_Upto_15_18_Yrs,7.0
Gujarat,2006,Murder - Male Victims,Victims_Upto_30_50_Yrs,365.0
Gujarat,2005,Murder - Female Victims,Victims_Upto_18_30_Yrs,125.0
Gujarat,2004,Murder - Male Victims,Victims_Upto_18_30_Yrs,315.0
Gujarat,2005,Murder - Male Victims,Victims_Upto_30_50_Yrs,320.0
Gujarat,2002,Murder - Female Victims,Victims_Above_50_Yrs,67.0
Gujarat,2003,Murder - Male Victims,Victims_Upto_18_30_Yrs,297.0
Gujarat,2002,Murder - Male Victims,Victims_Above_50_Yrs,189.0
Gujarat,2007,Murder - Male Victims,Victims_Upto_10_15_Yrs,10.0
Gujarat,2004,Murder - Female Victims,Victims_Upto_18_30_Yrs,157.0
Gujarat,2010,Murder - Female Victims,Victims_Upto_15_18_Yrs,0.0
Gujarat,2009,Murder - Female Victims,Victims_Above_50_Yrs,34.0
Gujarat,2007,Murder - Male Victims,Victims_Upto_18_30_Yrs,289.0
Gujarat,2009,Murder - Male Victims,Victims_Upto_10_15_Yrs,9.0
Gujarat,2009,Murder - Male Victims,Victims_Upto_10_Yrs,24.0
Gujarat,2001,Murder - Male Victims,Victims_Upto_15_18_Yrs,18.0
Gujarat,2002,Murder - Male Victims,Victims_Upto_18_30_Yrs,723.0
Gujarat,2009,Murder - Female Victims,Victims_Upto_30_50_Yrs,129.0
Gujarat,2006,Murder - Female Victims,Victims_Upto_10_Yrs,34.0
Gujarat,2003,Murder - Male Victims,Victims_Above_50_Yrs,82.0
Gujarat,2003,Murder - Female Victims,Victims_Upto_15_18_Yrs,3.0
Gujarat,2007,Murder - Female Victims,Victims_Upto_18_30_Yrs,117.0
Gujarat,2008,Murder - Male Victims,Victims_Upto_18_30_Yrs,312.0
Gujarat,2002,Murder - Male Victims,Victims_Upto_10_15_Yrs,16.0
Gujarat,2008,Murder - Female Victims,Victims_Upto_30_50_Yrs,145.0
Gujarat,2004,Murder - Female Victims,Victims_Above_50_Yrs,25.0
Gujarat,2010,Murder - Female Victims,Victims_Upto_30_50_Yrs,93.0
Gujarat,2003,Murder - Male Victims,Victims_Upto_10_Yrs,32.0
Gujarat,2003,Murder - Female Victims,Victims_Upto_18_30_Yrs,160.0
Gujarat,2001,Murder - Male Victims,Victims_Upto_10_Yrs,50.0
Gujarat,2008,Murder - Male Victims,Victims_Upto_15_18_Yrs,8.0
Gujarat,2001,Murder - Male Victims,Victims_Upto_30_50_Yrs,416.0
Gujarat,2007,Murder - Female Victims,Victims_Upto_10_Yrs,33.0
Gujarat,2009,Murder - Female Victims,Victims_Upto_10_15_Yrs,6.0
Gujarat,2002,Murder - Female Victims,Victims_Upto_10_15_Yrs,25.0
Gujarat,2008,Murder - Male Victims,Victims_Upto_10_15_Yrs,6.0
Gujarat,2004,Murder - Female Victims,Victims_Upto_15_18_Yrs,6.0
Haryana,2006,Murder - Male Victims,Victims_Above_50_Yrs,48.0
Haryana,2004,Murder - Female Victims,Victims_Upto_10_Yrs,0.0
