Area_Name,Year,type_of_motive,freq
Bihar,2006,CHNAMurder_Cause_Property_Dispute,59
Bihar,2003,Murder_Cause_Gain,307
Bihar,2002,CHNAMurder_Cause_Class_Conflict,0
Bihar,2007,CHNAMurder_Cause_Property_Dispute,34
Bihar,2008,CHNAMurder_Cause_Property_Dispute,90
Bihar,2002,Murder_Cause_Gain,259
Bihar,2009,CHNAMurder_Cause_Property_Dispute,59
Bihar,2001,CHNAMurder_Cause_Class_Conflict,1
Bihar,2010,CHNAMurder_Cause_Class_Conflict,2
Bihar,2003,Murder_Cause_Property_Dispute,797
Bihar,2001,Murder_Cause_Gain,310
Bihar,2010,Murder_Cause_Gain,352
Bihar,2010,CHNAMurder_Cause_Witchcraft,0
Bihar,2002,Murder_Cause_Property_Dispute,841
Bihar,2008,CHNAMurder_Cause_Personal_Vendetta_or_Enmity,27
Bihar,2002,Murder_Cause_For_Political_reason,53
Bihar,2008,Murder_Cause_By_TerroristExtremist,25
Bihar,2006,CHNAMurder_Cause_By_TerroristExtremist,0
Bihar,2001,Murder_Cause_Witchcraft,1
Bihar,2005,Murder_Cause_Class_Conflict,1
Bihar,2002,Murder_Cause_Dowry,239
Bihar,2006,Murder_Cause_Class_Conflict,4
Bihar,2005,CHNAMurder_Cause_By_TerroristExtremist,0
Bihar,2007,Murder_Cause_Class_Conflict,12
Bihar,2008,Murder_Cause_Class_Conflict,16
Bihar,2001,Murder_Cause_Dowry,288
Bihar,2010,Murder_Cause_Dowry,168
Bihar,2009,Murder_Cause_Class_Conflict,7
Bihar,2004,CHNAMurder_Cause_By_TerroristExtremist,3
Bihar,2002,Murder_Cause_Witchcraft,1
Bihar,2010,Murder_Cause_Communalism,0
Bihar,2001,Murder_Cause_Communalism,0
Bihar,2003,CHNAMurder_Cause_By_TerroristExtremist,0
Bihar,2002,Murder_Cause_Communalism,0
Bihar,2003,Murder_Cause_Witchcraft,0
Bihar,2009,Murder_Cause_Communalism,0
Bihar,2003,Murder_Cause_Communalism,0
Bihar,2002,CHNAMurder_Cause_By_TerroristExtremist,0
Bihar,2004,Murder_Cause_Communalism,0
Bihar,2008,Murder_Cause_Communalism,0
Bihar,2006,Murder_Cause_Witchcraft,11
Bihar,2005,Murder_Cause_Communalism,0
Bihar,2006,Murder_Cause_Communalism,0
Bihar,2001,CHNAMurder_Cause_By_TerroristExtremist,0
Bihar,2007,Murder_Cause_Communalism,0
Bihar,2010,CHNAMurder_Cause_By_TerroristExtremist,0
Bihar,2003,Murder_Cause_Dowry,193
Bihar,2004,Murder_Cause_Class_Conflict,0
Bihar,2010,Murder_Cause_Witchcraft,2
Bihar,2003,Murder_Cause_Class_Conflict,8
Bihar,2009,Murder_Cause_By_TerroristExtremist,43
Bihar,2001,Murder_Cause_For_Political_reason,47
Bihar,2002,CHNAMurder_Cause_Casteism,0
Bihar,2010,Murder_Cause_For_Political_reason,24
Bihar,2010,Murder_Cause_Casteism,11
Bihar,2008,Murder_Cause_Property_Dispute,825
Bihar,2001,Murder_Cause_Casteism,27
Bihar,2002,Murder_Cause_Casteism,26
Bihar,2001,CHNAMurder_Cause_Casteism,0
Bihar,2010,CHNAMurder_Cause_Casteism,2
Bihar,2003,Murder_Cause_Casteism,34
Bihar,2009,Murder_Cause_Dowry,134
Bihar,2004,Murder_Cause_Casteism,14
Bihar,2005,Murder_Cause_Casteism,20
Bihar,2003,CHNAMurder_Cause_Casteism,0
Bihar,2008,Murder_Cause_Dowry,177
Bihar,2006,Murder_Cause_Casteism,10
Bihar,2007,Murder_Cause_Casteism,14
Bihar,2007,Murder_Cause_Dowry,80
Bihar,2009,CHNAMurder_Cause_By_TerroristExtremist,0
Bihar,2008,Murder_Cause_Casteism,15
Bihar,2006,Murder_Cause_Dowry,173
Bihar,2009,Murder_Cause_Casteism,8
Bihar,2008,CHNAMurder_Cause_By_TerroristExtremist,0
Bihar,2005,Murder_Cause_Dowry,178
Bihar,2010,Murder_Cause_Class_Conflict,6
Bihar,2001,Murder_Cause_Class_Conflict,6
Bihar,2002,Murder_Cause_Class_Conflict,8
Bihar,2004,Murder_Cause_Dowry,261
Bihar,2007,CHNAMurder_Cause_By_TerroristExtremist,0
Bihar,2009,Murder_Cause_Property_Dispute,836
Bihar,2006,CHNAMurder_Cause_Class_Conflict,0
Bihar,2005,Murder_Cause_Property_Dispute,671
Bihar,2008,Murder_Cause_Gain,332
Bihar,2002,CHNAMurder_Cause_Communalism,0
Bihar,2004,CHNAMurder_Cause_Other_Causes_or_Motives,215
Bihar,2009,Murder_Cause_Gain,311
Bihar,2005,CHNAMurder_Cause_Other_Causes_or_Motives,206
Bihar,2007,CHNAMurder_Cause_Class_Conflict,3
Bihar,2004,Murder_Cause_Love_AffairsSexual_Relations,169
Bihar,2006,CHNAMurder_Cause_Other_Causes_or_Motives,224
Bihar,2001,CHNAMurder_Cause_Communalism,0
Bihar,2005,CHNAMurder_Cause_Personal_Vendetta_or_Enmity,4
Bihar,2010,CHNAMurder_Cause_Communalism,0
Bihar,2004,CHNAMurder_Cause_Personal_Vendetta_or_Enmity,15
Bihar,2007,CHNAMurder_Cause_Other_Causes_or_Motives,186
Bihar,2003,CHNAMurder_Cause_Personal_Vendetta_or_Enmity,26
Bihar,2008,CHNAMurder_Cause_Class_Conflict,3
Bihar,2003,Murder_Cause_Love_AffairsSexual_Relations,181
Bihar,2005,Murder_Cause_Witchcraft,1
Bihar,2008,CHNAMurder_Cause_Other_Causes_or_Motives,212
Bihar,2008,Murder_Cause_Witchcraft,0
Bihar,2009,CHNAMurder_Cause_Other_Causes_or_Motives,141
Bihar,2002,CHNAMurder_Cause_Personal_Vendetta_or_Enmity,21
Bihar,2002,Murder_Cause_Love_AffairsSexual_Relations,146
Bihar,2010,Murder_Cause_Love_AffairsSexual_Relations,187
Bihar,2001,Murder_Cause_Love_AffairsSexual_Relations,178
Bihar,2010,CHNAMurder_Cause_Personal_Vendetta_or_Enmity,30
Bihar,2001,CHNAMurder_Cause_Personal_Vendetta_or_Enmity,22
Bihar,2009,CHNAMurder_Cause_Class_Conflict,0
Bihar,2009,Murder_Cause_Personal_Vendetta_or_Enmity,443
Bihar,2006,CHNAMurder_Cause_Personal_Vendetta_or_Enmity,22
Bihar,2005,Murder_Cause_Love_AffairsSexual_Relations,118
Bihar,2008,Murder_Cause_Personal_Vendetta_or_Enmity,375
Bihar,2003,CHNAMurder_Cause_Other_Causes_or_Motives,192
Bihar,2002,CHNAMurder_Cause_Other_Causes_or_Motives,340
Bihar,2007,CHNAMurder_Cause_Personal_Vendetta_or_Enmity,8
Bihar,2007,Murder_Cause_Personal_Vendetta_or_Enmity,431
Chandigarh,2004,CHNAMurder_Cause_Gain,0
Chandigarh,2010,Murder_Cause_Dowry,0
Chandigarh,2001,Murder_Cause_Casteism,0
Chandigarh,2005,Murder_Cause_Communalism,0
Chandigarh,2008,Murder_Cause_Property_Dispute,0
Chandigarh,2005,CHNAMurder_Cause_Gain,0
Chandigarh,2010,Murder_Cause_Lunacy,0
Chandigarh,2001,Murder_Cause_For_Political_reason,0
Chandigarh,2002,Murder_Cause_Casteism,0
Chandigarh,2010,CHNAMurder_Cause_Class_Conflict,0
Chandigarh,2004,Murder_Cause_Witchcraft,0
Chandigarh,2002,CHNAMurder_Cause_Other_Causes_or_Motives,7
Chandigarh,2009,CHNAMurder_Cause_Other_Causes_or_Motives,8
Chandigarh,2002,CHNAMurder_Cause_Casteism,0
Chandigarh,2010,Murder_Cause_By_TerroristExtremist,0
Chandigarh,2006,CHNAMurder_Cause_Gain,0
Chandigarh,2001,CHNAMurder_Cause_Casteism,0
Chandigarh,2003,CHNAMurder_Cause_By_TerroristExtremist,0
Chandigarh,2004,CHNAMurder_Cause_Dowry,0
Chandigarh,2002,CHNAMurder_Cause_For_Political_reason,0
Chandigarh,2003,Murder_Cause_Love_AffairsSexual_Relations,0
Chandigarh,2008,Murder_Cause_Dowry,0
Chandigarh,2003,CHNAMurder_Cause_Gain,0
Chandigarh,2001,Murder_Cause_Other_Causes_or_Motives,11
Chandigarh,2008,Murder_Cause_Communalism,0
Chandigarh,2005,Murder_Cause_Casteism,0
Chandigarh,2003,CHNAMurder_Cause_Other_Causes_or_Motives,2
Chandigarh,2004,Murder_Cause_Casteism,0
Chandigarh,2010,CHNAMurder_Cause_Dowry,0
Chandigarh,2008,Murder_Cause_Witchcraft,0
Chandigarh,2009,Murder_Cause_Dowry,0
Chandigarh,2005,CHNAMurder_Cause_Dowry,0
Chandigarh,2003,Murder_Cause_Casteism,0
Chandigarh,2006,Murder_Cause_Personal_Vendetta_or_Enmity,1
Chandigarh,2008,CHNAMurder_Cause_Other_Causes_or_Motives,5
Chandigarh,2006,Murder_Cause_Communalism,0
Chandigarh,2008,Murder_Cause_By_TerroristExtremist,0
Chandigarh,2010,CHNAMurder_Cause_By_TerroristExtremist,0
Chandigarh,2008,CHNAMurder_Cause_Gain,0
Chandigarh,2003,CHNAMurder_Cause_Dowry,0
Chandigarh,2004,Murder_Cause_For_Political_reason,0
Chandigarh,2004,Murder_Cause_By_TerroristExtremist,0
Chandigarh,2007,CHNAMurder_Cause_Lunacy,0
Chandigarh,2006,Murder_Cause_Property_Dispute,1
Chandigarh,2001,CHNAMurder_Cause_By_TerroristExtremist,0
Chandigarh,2009,CHNAMurder_Cause_Class_Conflict,0
Chandigarh,2005,CHNAMurder_Cause_Casteism,0
Chandigarh,2007,Murder_Cause_Personal_Vendetta_or_Enmity,3
Chandigarh,2009,CHNAMurder_Cause_Gain,0
Chandigarh,2008,Murder_Cause_Lunacy,0
Chandigarh,2003,Murder_Cause_By_TerroristExtremist,0
Chandigarh,2010,Murder_Cause_Witchcraft,0
Chandigarh,2007,Murder_Cause_Witchcraft,0
Chandigarh,2005,Murder_Cause_By_TerroristExtremist,0
Chandigarh,2008,Murder_Cause_Love_AffairsSexual_Relations,0
Chandigarh,2004,CHNAMurder_Cause_Casteism,0
Chandigarh,2006,Murder_Cause_By_TerroristExtremist,0
Chandigarh,2002,Murder_Cause_Love_AffairsSexual_Relations,1
Chandigarh,2007,Murder_Cause_Communalism,0
Chandigarh,2003,CHNAMurder_Cause_Casteism,0
Chandigarh,2005,Murder_Cause_Witchcraft,0
Chandigarh,2002,Murder_Cause_For_Political_reason,0
Chandigarh,2007,Murder_Cause_Other_Causes_or_Motives,16
Chandigarh,2006,CHNAMurder_Cause_Class_Conflict,0
Chandigarh,2009,Murder_Cause_By_TerroristExtremist,0
Chandigarh,2007,Murder_Cause_By_TerroristExtremist,0
Chandigarh,2005,CHNAMurder_Cause_Communalism,0
Chandigarh,2001,CHNAMurder_Cause_For_Political_reason,0
Chandigarh,2007,Murder_Cause_Property_Dispute,0
Chandigarh,2010,CHNAMurder_Cause_Other_Causes_or_Motives,9
Chandigarh,2007,CHNAMurder_Cause_Gain,0
Chandigarh,2009,Murder_Cause_Lunacy,0
Chandigarh,2003,Murder_Cause_For_Political_reason,0
Chandigarh,2001,Murder_Cause_Personal_Vendetta_or_Enmity,2
Chandigarh,2009,Murder_Cause_Witchcraft,0
Chandigarh,2002,CHNAMurder_Cause_Gain,0
Chandigarh,2009,Murder_Cause_Property_Dispute,0
Chandigarh,2005,CHNAMurder_Cause_Other_Causes_or_Motives,4
Chandigarh,2005,CHNAMurder_Cause_By_TerroristExtremist,0
Chandigarh,2007,CHNAMurder_Cause_For_Political_reason,0
Chandigarh,2008,CHNAMurder_Cause_Dowry,0
Chandigarh,2003,CHNAMurder_Cause_For_Political_reason,0
Chandigarh,2006,Murder_Cause_Class_Conflict,0
Chandigarh,2002,Murder_Cause_Dowry,1
Chandigarh,2006,Murder_Cause_Other_Causes_or_Motives,10
Chandigarh,2004,Murder_Cause_Other_Causes_or_Motives,17
Chandigarh,2004,Murder_Cause_Love_AffairsSexual_Relations,1
Chandigarh,2001,Murder_Cause_Witchcraft,0
Chandigarh,2003,Murder_Cause_Witchcraft,0
Chandigarh,2009,Murder_Cause_Other_Causes_or_Motives,16
Chandigarh,2001,CHNAMurder_Cause_Other_Causes_or_Motives,6
Chandigarh,2006,CHNAMurder_Cause_By_TerroristExtremist,0
Chandigarh,2006,CHNAMurder_Cause_Other_Causes_or_Motives,8
Chandigarh,2005,Murder_Cause_Class_Conflict,0
Chandigarh,2003,Murder_Cause_Dowry,1
Chandigarh,2007,Murder_Cause_Class_Conflict,0
Chandigarh,2001,Murder_Cause_Dowry,0
Chandigarh,2004,CHNAMurder_Cause_For_Political_reason,0
Chandigarh,2009,CHNAMurder_Cause_Dowry,0
Chandigarh,2005,Murder_Cause_Love_AffairsSexual_Relations,2
Chandigarh,2002,CHNAMurder_Cause_Communalism,0
Chandigarh,2010,Murder_Cause_Communalism,0
Chandigarh,2010,Murder_Cause_Class_Conflict,0
Chandigarh,2002,Murder_Cause_Witchcraft,0
Chandigarh,2006,CHNAMurder_Cause_For_Political_reason,0
Chandigarh,2002,Murder_Cause_Communalism,0
Chandigarh,2004,CHNAMurder_Cause_By_TerroristExtremist,0
Chandigarh,2005,CHNAMurder_Cause_For_Political_reason,0
Chandigarh,2005,Murder_Cause_Other_Causes_or_Motives,14
Chandigarh,2009,Murder_Cause_Class_Conflict,0
Chandigarh,2010,CHNAMurder_Cause_Lunacy,0
Chandigarh,2004,CHNAMurder_Cause_Other_Causes_or_Motives,6
Chandigarh,2008,Murder_Cause_Class_Conflict,0
Chandigarh,2009,Murder_Cause_Communalism,0
Chandigarh,2001,Murder_Cause_Communalism,0
Chandigarh,2004,Murder_Cause_Class_Conflict,0
Chandigarh,2003,Murder_Cause_Communalism,0
Chandigarh,2009,Murder_Cause_Casteism,0
Chandigarh,2005,Murder_Cause_For_Political_reason,0
Chandigarh,2001,CHNAMurder_Cause_Gain,0
Chandigarh,2002,Murder_Cause_Other_Causes_or_Motives,19
Chandigarh,2008,Murder_Cause_Personal_Vendetta_or_Enmity,4
Chandigarh,2006,Murder_Cause_Dowry,0
Chandigarh,2008,Murder_Cause_Casteism,0
Chandigarh,2010,Murder_Cause_Casteism,0
Chandigarh,2004,Murder_Cause_Communalism,0
Chandigarh,2007,CHNAMurder_Cause_Other_Causes_or_Motives,8
Chandigarh,2009,CHNAMurder_Cause_By_TerroristExtremist,0
Chandigarh,2007,Murder_Cause_Casteism,0
Chandigarh,2007,Murder_Cause_Dowry,0
Chandigarh,2006,Murder_Cause_Casteism,0
Chandigarh,2010,Murder_Cause_Other_Causes_or_Motives,16
Chandigarh,2008,CHNAMurder_Cause_Lunacy,0
Chandigarh,2006,CHNAMurder_Cause_Dowry,0
Chandigarh,2001,CHNAMurder_Cause_Communalism,0
Chandigarh,2006,Murder_Cause_Love_AffairsSexual_Relations,0
Chandigarh,2008,CHNAMurder_Cause_By_TerroristExtremist,0
Chandigarh,2008,CHNAMurder_Cause_For_Political_reason,0
Chandigarh,2008,Murder_Cause_Other_Causes_or_Motives,12
Chandigarh,2003,Murder_Cause_Class_Conflict,0
Chandigarh,2004,CHNAMurder_Cause_Communalism,0
Chandigarh,2007,CHNAMurder_Cause_By_TerroristExtremist,0
Chandigarh,2009,CHNAMurder_Cause_For_Political_reason,0
Chandigarh,2003,Murder_Cause_Other_Causes_or_Motives,14
Chandigarh,2010,CHNAMurder_Cause_For_Political_reason,0
Chandigarh,2007,CHNAMurder_Cause_Dowry,0
Chandigarh,2002,Murder_Cause_Class_Conflict,0
Chandigarh,2002,CHNAMurder_Cause_By_TerroristExtremist,0
Chandigarh,2001,Murder_Cause_Class_Conflict,0
Chandigarh,2007,Murder_Cause_Love_AffairsSexual_Relations,0
Chandigarh,2005,Murder_Cause_Dowry,0
Chandigarh,2010,Murder_Cause_Property_Dispute,0
Chandigarh,2009,CHNAMurder_Cause_Lunacy,0
Chandigarh,2004,Murder_Cause_Dowry,0
Chandigarh,2002,Murder_Cause_By_TerroristExtremist,0
Chandigarh,2006,Murder_Cause_Witchcraft,0
Chandigarh,2004,Murder_Cause_Lunacy,0
Chandigarh,2003,CHNAMurder_Cause_Personal_Vendetta_or_Enmity,0
Chandigarh,2005,CHNAMurder_Cause_Love_AffairsSexual_Relations,0
Chandigarh,2001,CHNAMurder_Cause_Witchcraft,0
Chandigarh,2010,CHNAMurder_Cause_Casteism,0
Chandigarh,2002,CHNAMurder_Cause_Witchcraft,0
Chandigarh,2002,Murder_Cause_Lunacy,0
Chandigarh,2010,Murder_Cause_Love_AffairsSexual_Relations,2
Chandigarh,2003,CHNAMurder_Cause_Property_Dispute,0
Chandigarh,2010,Murder_Cause_For_Political_reason,0
Chandigarh,2003,CHNAMurder_Cause_Witchcraft,0
Chandigarh,2005,Murder_Cause_Lunacy,0
Chandigarh,2005,Murder_Cause_Personal_Vendetta_or_Enmity,1
Chandigarh,2005,Murder_Cause_Gain,1
Chandigarh,2009,CHNAMurder_Cause_Love_AffairsSexual_Relations,0
Chandigarh,2008,CHNAMurder_Cause_Class_Conflict,0
Chandigarh,2004,CHNAMurder_Cause_Love_AffairsSexual_Relations,0
Chandigarh,2008,CHNAMurder_Cause_Communalism,0
Chandigarh,2009,Murder_Cause_For_Political_reason,0
Chandigarh,2006,CHNAMurder_Cause_Personal_Vendetta_or_Enmity,0
Chandigarh,2009,CHNAMurder_Cause_Casteism,0
Chandigarh,2005,CHNAMurder_Cause_Lunacy,0
Chandigarh,2004,CHNAMurder_Cause_Class_Conflict,0
Chandigarh,2010,CHNAMurder_Cause_Love_AffairsSexual_Relations,0
Chandigarh,2004,Murder_Cause_Property_Dispute,0
Chandigarh,2003,CHNAMurder_Cause_Love_AffairsSexual_Relations,0
Chandigarh,2001,CHNAMurder_Cause_Property_Dispute,0
Chandigarh,2005,CHNAMurder_Cause_Witchcraft,0
Chandigarh,2009,Murder_Cause_Love_AffairsSexual_Relations,0
Chandigarh,2004,CHNAMurder_Cause_Witchcraft,0
Chandigarh,2004,CHNAMurder_Cause_Property_Dispute,2
Chandigarh,2010,CHNAMurder_Cause_Communalism,0
Chandigarh,2006,CHNAMurder_Cause_Communalism,0
Chandigarh,2007,CHNAMurder_Cause_Property_Dispute,0
Chandigarh,2009,CHNAMurder_Cause_Communalism,0
Chandigarh,2004,CHNAMurder_Cause_Lunacy,0
Chandigarh,2005,CHNAMurder_Cause_Personal_Vendetta_or_Enmity,0
Chandigarh,2008,CHNAMurder_Cause_Property_Dispute,0
Chandigarh,2002,CHNAMurder_Cause_Class_Conflict,0
Chandigarh,2007,CHNAMurder_Cause_Love_AffairsSexual_Relations,0
Chandigarh,2003,Murder_Cause_Gain,0
Chandigarh,2003,Murder_Cause_Lunacy,0
Chandigarh,2006,CHNAMurder_Cause_Property_Dispute,0
Chandigarh,2002,Murder_Cause_Gain,2
Chandigarh,2005,CHNAMurder_Cause_Property_Dispute,0
Chandigarh,2001,CHNAMurder_Cause_Class_Conflict,0
Chandigarh,2004,CHNAMurder_Cause_Personal_Vendetta_or_Enmity,2
Chandigarh,2009,CHNAMurder_Cause_Property_Dispute,0
Chandigarh,2007,CHNAMurder_Cause_Class_Conflict,0
Chandigarh,2010,CHNAMurder_Cause_Gain,0
Chandigarh,2002,Murder_Cause_Property_Dispute,0
Chandigarh,2009,Murder_Cause_Gain,0
Chandigarh,2006,CHNAMurder_Cause_Love_AffairsSexual_Relations,0
Chandigarh,2003,CHNAMurder_Cause_Class_Conflict,0
Chandigarh,2010,Murder_Cause_Gain,0
Chandigarh,2003,Murder_Cause_Property_Dispute,0
Chandigarh,2010,CHNAMurder_Cause_Property_Dispute,0
Chandigarh,2010,Murder_Cause_Personal_Vendetta_or_Enmity,3
Chandigarh,2003,Murder_Cause_Personal_Vendetta_or_Enmity,6
Chandigarh,2004,Murder_Cause_Personal_Vendetta_or_Enmity,4
Chandigarh,2004,Murder_Cause_Gain,0
Chandigarh,2001,Murder_Cause_Gain,0
Chandigarh,2006,CHNAMurder_Cause_Witchcraft,0
Chandigarh,2006,Murder_Cause_Gain,0
Chandigarh,2002,CHNAMurder_Cause_Property_Dispute,0
Chandigarh,2008,CHNAMurder_Cause_Love_AffairsSexual_Relations,0
Chandigarh,2001,Murder_Cause_By_TerroristExtremist,0
Chandigarh,2009,Murder_Cause_Personal_Vendetta_or_Enmity,6
Chandigarh,2001,Murder_Cause_Lunacy,0
Chandigarh,2001,CHNAMurder_Cause_Personal_Vendetta_or_Enmity,0
Chandigarh,2007,Murder_Cause_For_Political_reason,0
Chandigarh,2001,Murder_Cause_Love_AffairsSexual_Relations,0
Chandigarh,2007,CHNAMurder_Cause_Casteism,0
Chandigarh,2006,Murder_Cause_For_Political_reason,0
Chandigarh,2003,CHNAMurder_Cause_Lunacy,0
Chandigarh,2008,Murder_Cause_Gain,1
Chandigarh,2009,CHNAMurder_Cause_Witchcraft,0
Chandigarh,2009,CHNAMurder_Cause_Personal_Vendetta_or_Enmity,0
Chandigarh,2007,Murder_Cause_Lunacy,0
Chandigarh,2010,CHNAMurder_Cause_Personal_Vendetta_or_Enmity,0
Chandigarh,2008,Murder_Cause_For_Political_reason,0
Chandigarh,2007,CHNAMurder_Cause_Personal_Vendetta_or_Enmity,0
Chandigarh,2001,CHNAMurder_Cause_Love_AffairsSexual_Relations,0
Chandigarh,2010,CHNAMurder_Cause_Witchcraft,0
Chandigarh,2002,Murder_Cause_Personal_Vendetta_or_Enmity,8
Chandigarh,2005,Murder_Cause_Property_Dispute,0
Chandigarh,2005,CHNAMurder_Cause_Class_Conflict,0
Chandigarh,2002,CHNAMurder_Cause_Love_AffairsSexual_Relations,0
Chandigarh,2002,CHNAMurder_Cause_Dowry,0
Chandigarh,2008,CHNAMurder_Cause_Witchcraft,0
Chandigarh,2003,CHNAMurder_Cause_Communalism,0
Chandigarh,2002,CHNAMurder_Cause_Lunacy,0
Chandigarh,2006,CHNAMurder_Cause_Casteism,0
Chandigarh,2006,CHNAMurder_Cause_Lunacy,0
Chandigarh,2001,CHNAMurder_Cause_Dowry,0
Chandigarh,2007,Murder_Cause_Gain,0
Chandigarh,2001,CHNAMurder_Cause_Lunacy,0
Chandigarh,2001,Murder_Cause_Property_Dispute,2
Chandigarh,2007,CHNAMurder_Cause_Communalism,0
Chandigarh,2008,CHNAMurder_Cause_Casteism,0
Chandigarh,2002,CHNAMurder_Cause_Personal_Vendetta_or_Enmity,0
Chandigarh,2006,Murder_Cause_Lunacy,0
Chandigarh,2008,CHNAMurder_Cause_Personal_Vendetta_or_Enmity,1
Chandigarh,2007,CHNAMurder_Cause_Witchcraft,0
Chhattisgarh,2005,Murder_Cause_Communalism,11
Chhattisgarh,2008,CHNAMurder_Cause_Love_AffairsSexual_Relations,0
Chhattisgarh,2007,Murder_Cause_Gain,29
Chhattisgarh,2006,Murder_Cause_Class_Conflict,0
Chhattisgarh,2006,Murder_Cause_Witchcraft,10
Chhattisgarh,2007,CHNAMurder_Cause_For_Political_reason,0
Chhattisgarh,2009,CHNAMurder_Cause_Personal_Vendetta_or_Enmity,0
Chhattisgarh,2008,CHNAMurder_Cause_Personal_Vendetta_or_Enmity,0
Chhattisgarh,2009,Murder_Cause_Gain,44
Chhattisgarh,2004,Murder_Cause_Other_Causes_or_Motives,522
Chhattisgarh,2005,CHNAMurder_Cause_Property_Dispute,1
Chhattisgarh,2005,Murder_Cause_Class_Conflict,6
Chhattisgarh,2002,CHNAMurder_Cause_Lunacy,0
Chhattisgarh,2006,CHNAMurder_Cause_Property_Dispute,0
Chhattisgarh,2007,Murder_Cause_Other_Causes_or_Motives,626
Chhattisgarh,2002,CHNAMurder_Cause_Other_Causes_or_Motives,22
Chhattisgarh,2004,Murder_Cause_Class_Conflict,17
Chhattisgarh,2003,Murder_Cause_Gain,17
Chhattisgarh,2002,Murder_Cause_Dowry,14
Chhattisgarh,2005,CHNAMurder_Cause_Personal_Vendetta_or_Enmity,0
Chhattisgarh,2004,Murder_Cause_Love_AffairsSexual_Relations,64
Chhattisgarh,2005,CHNAMurder_Cause_Other_Causes_or_Motives,38
Chhattisgarh,2007,Murder_Cause_Communalism,1
Chhattisgarh,2003,Murder_Cause_Dowry,7
Chhattisgarh,2001,CHNAMurder_Cause_For_Political_reason,0
Chhattisgarh,2006,Murder_Cause_Communalism,0
Chhattisgarh,2006,Murder_Cause_Other_Causes_or_Motives,510
Chhattisgarh,2004,Murder_Cause_Gain,23
Chhattisgarh,2001,Murder_Cause_Lunacy,21
Chhattisgarh,2002,CHNAMurder_Cause_For_Political_reason,0
Chhattisgarh,2003,Murder_Cause_Class_Conflict,15
Chhattisgarh,2001,CHNAMurder_Cause_Lunacy,1
Chhattisgarh,2004,CHNAMurder_Cause_For_Political_reason,0
Chhattisgarh,2001,CHNAMurder_Cause_Other_Causes_or_Motives,31
Chhattisgarh,2001,CHNAMurder_Cause_Property_Dispute,5
Chhattisgarh,2003,CHNAMurder_Cause_Lunacy,0
Chhattisgarh,2001,Murder_Cause_Communalism,0
Chhattisgarh,2003,CHNAMurder_Cause_Other_Causes_or_Motives,38
Chhattisgarh,2010,CHNAMurder_Cause_Love_AffairsSexual_Relations,1
Chhattisgarh,2005,Murder_Cause_Love_AffairsSexual_Relations,58
Chhattisgarh,2006,CHNAMurder_Cause_Personal_Vendetta_or_Enmity,0
Chhattisgarh,2002,Murder_Cause_Communalism,0
Chhattisgarh,2003,CHNAMurder_Cause_For_Political_reason,0
Chhattisgarh,2009,Murder_Cause_Communalism,17
Chhattisgarh,2008,Murder_Cause_Gain,38
Chhattisgarh,2010,Murder_Cause_Communalism,10
Chhattisgarh,2010,Murder_Cause_Class_Conflict,4
Chhattisgarh,2002,CHNAMurder_Cause_Property_Dispute,0
Chhattisgarh,2009,Murder_Cause_Class_Conflict,8
Chhattisgarh,2006,CHNAMurder_Cause_For_Political_reason,0
Chhattisgarh,2004,CHNAMurder_Cause_Property_Dispute,2
Chhattisgarh,2007,Murder_Cause_Class_Conflict,0
Chhattisgarh,2001,Murder_Cause_Dowry,21
Chhattisgarh,2008,Murder_Cause_Communalism,0
Chhattisgarh,2008,Murder_Cause_Class_Conflict,0
Chhattisgarh,2009,CHNAMurder_Cause_Love_AffairsSexual_Relations,0
Chhattisgarh,2002,Murder_Cause_Lunacy,9
Chhattisgarh,2007,CHNAMurder_Cause_Personal_Vendetta_or_Enmity,0
Chhattisgarh,2010,CHNAMurder_Cause_Lunacy,0
Chhattisgarh,2010,CHNAMurder_Cause_Personal_Vendetta_or_Enmity,1
Chhattisgarh,2006,Murder_Cause_Gain,41
Chhattisgarh,2005,Murder_Cause_Other_Causes_or_Motives,471
Chhattisgarh,2005,CHNAMurder_Cause_For_Political_reason,0
Chhattisgarh,2003,CHNAMurder_Cause_Property_Dispute,1
Chhattisgarh,2006,Murder_Cause_Love_AffairsSexual_Relations,82
Chhattisgarh,2005,Murder_Cause_Gain,42
Chhattisgarh,2003,Murder_Cause_Communalism,0
Chhattisgarh,2004,Murder_Cause_Communalism,8
Chhattisgarh,2004,CHNAMurder_Cause_Other_Causes_or_Motives,16
Chhattisgarh,2002,Murder_Cause_By_TerroristExtremist,9
Chhattisgarh,2007,CHNAMurder_Cause_Property_Dispute,0
Chhattisgarh,2002,Murder_Cause_For_Political_reason,0
Chhattisgarh,2002,CHNAMurder_Cause_Love_AffairsSexual_Relations,0
Chhattisgarh,2006,Murder_Cause_Lunacy,19
Chhattisgarh,2007,CHNAMurder_Cause_Witchcraft,0
Chhattisgarh,2008,Murder_Cause_By_TerroristExtremist,128
Chhattisgarh,2002,Murder_Cause_Love_AffairsSexual_Relations,69
Chhattisgarh,2005,Murder_Cause_Witchcraft,9
Chhattisgarh,2009,Murder_Cause_By_TerroristExtremist,66
Chhattisgarh,2006,CHNAMurder_Cause_Gain,0
Chhattisgarh,2001,Murder_Cause_For_Political_reason,0
Chhattisgarh,2009,CHNAMurder_Cause_Other_Causes_or_Motives,18
